Time (ms),Pitch (Hz),Clarity
22230,287.71237,0.68774128
22240,277.74094,0.675213456
22250,11396.403,0.500984073
22260,10969.696,0.519714892
22270,259.7514,0.74276787
22280,232.08255,0.932088971
22290,228.85083,0.966767728
22300,229.21764,0.943338633
22310,228.9456,0.945199847
22320,231.32512,0.93374747
22330,227.21684,0.961964965
22340,233.25659,0.957690477
22350,229.5586,0.953294456
22360,232.86827,0.953365505
22370,231.37543,0.983173728
22380,236.74597,0.990428507
22390,234.34348,0.986089468
22400,236.46242,0.994253933
22410,235.47208,0.987492681
22420,238.49748,0.948298514
22430,237.0935,0.895268381
22440,791.6197,0.509384155
22450,819.81665,0.382422507
22460,319.96207,0.359005332
22470,846.3066,0.493121922
22480,902.9444,0.504561841
22490,907.4057,0.631887734
22500,965.629,0.479643762
22510,914.2069,0.632059574
22520,920.1257,0.54814738
22530,972.734,0.347870171
22540,910.55225,0.350967884
22550,892.1003,0.317167461
22560,323.68268,0.31940347
22570,824.90356,0.361126006
22580,787.28986,0.317685425
22590,341.28186,0.449838459
22600,234.27348,0.96732074
22610,231.75175,0.98229152
22620,229.5583,0.970610082
22630,229.63919,0.979900479
22640,227.86398,0.963217437
22650,228.95062,0.982701421
22660,229.59874,0.986981153
22670,235.75948,0.986944973
22680,236.72993,0.974797547
22690,239.97093,0.963132501
22700,243.87073,0.967979848
22710,244.07285,0.960149109
22720,241.33821,0.960134685
22730,238.64078,0.948500931
22740,231.11748,0.981528759
22750,229.4292,0.9681108
22760,271.6067,0.212098837
22770,224.50266,0.813457608
22780,219.1288,0.929142416
22790,212.77475,0.935111642
22800,209.58604,0.961361229
22810,211.53157,0.946434498
22820,207.80533,0.952232063
22830,210.72984,0.949556231
22840,214.61188,0.937627733
22850,11181.117,0.280887902
22860,213.79329,0.97345531
22870,210.00555,0.98996079
22880,209.8646,0.971131325
22890,11464.95,0.255232453
22900,11409.604,0.299105942
22910,209.54065,0.948939681
22920,11185.933,0.264391243
22930,11248.045,0.345911622
22940,11108.977,0.272880077
22950,11098.492,0.23207587
22960,210.70657,0.97290349
22970,221.35135,0.848547816
22980,11058.557,0.260526896
22990,11276.584,0.346062899
23000,207.97913,0.960820735
23010,10658.245,0.256826639
23020,11005.778,0.213660419
23030,10783.335,0.315950394
23040,205.96834,0.987970352
23050,202.18513,0.974582672
23060,203.10634,0.975004792
23070,204.84988,0.973226488
23080,201.36986,0.963988602
23090,201.36986,0.980794132
23100,201.36986,0.968243062
23110,201.36986,0.92820704
23120,201.36986,0.906118929
23130,201.36986,0.906946421
23140,201.36986,0.873262405
23150,201.36986,0.808130145
23160,235.68024,0.361245096
23170,201.36986,0.640292406
23180,201.36986,0.606895506
23190,250.17813,0.277633548
23200,11613.734,0.23310715
23210,201.36986,0.669422626
23220,11218.988,0.418972313
23230,201.36986,0.122536182
23240,201.36986,0.854372859
23250,252.96062,0.422371328
23260,234.6344,0.391040862
23270,202.85341,0.898855567
23280,10199.346,0.406653762
23290,9761.201,0.620531619
23300,9668.84,0.590151906
23310,9505.725,0.724532485
23320,9108.737,0.705512404
23330,9194.974,0.738084793
23340,9139.217,0.765222251
23350,8926.21,0.41227144
23360,9295.881,0.362099528
23370,10384.105,0.331441462
23380,10236.275,0.321578562
23390,397.20752,0.353811264
23400,386.94162,0.41002357
23410,362.4492,0.319201589
23420,201.36986,0.343164146
23430,9808.151,0.344796538
23440,9944.373,0.200920999
23450,9976.112,0.252719522
23460,9228.385,0.537769616
23470,8815.819,0.639584661
23480,9192.262,0.407400429
23490,9339.751,0.557941198
23500,9365.052,0.565643013
23510,9370.245,0.245447993
23520,9734.288,0.244669437
23530,9092.525,0.216365218
23540,9111.706,0.385348618
23550,9046.323,0.768131733
23560,8885.87,0.664258718
23570,8559.353,0.522744894
23580,8023.347,0.445049584
23590,8309.553,0.430230558
23600,325.98233,0.611639202
23610,279.25192,0.965181172
23620,281.1513,0.949547589
23630,528.23425,0.230865061
23640,272.8992,0.954199314
23650,261.11798,0.874678254
23660,231.6476,0.694213331
23670,242.6483,0.688585818
23680,273.371,0.476468086
23690,538.0984,0.218961418
23700,8803.014,0.393504024
23710,9248.921,0.219868004
23720,9146.381,0.238285005
23730,9112.163,0.303789675
23740,304.52606,0.419366717
23750,8878.511,0.291140795
23760,8917.929,0.275460839
23770,275.2116,0.879336059
23780,543.9073,0.420788527
23790,274.6677,0.905888617
23800,276.7939,0.859053493
23810,10907.063,0.215631008
23820,10657.8545,0.260285556
23830,563.1094,0.779007673
23840,545.5452,0.805541158
23850,557.405,0.639719844
23860,617.94617,0.390991271
23870,274.77985,0.677585423
23880,266.3723,0.610576868
23890,564.88794,0.447843611
23900,578.2896,0.633176029
23910,560.99365,0.27283895
23920,548.6006,0.265482903
23930,580.4276,0.529132843
23940,305.79095,0.242477119
23950,279.6124,0.753291249
23960,564.0156,0.657186985
23970,545.06415,0.96329993
23980,561.042,0.918801486
23990,563.57574,0.921870828
24000,571.3701,0.756964207
24010,201.36986,0.098964155
24020,88200,0
24030,1777.1315,0.467231274
24040,247.08356,0.388774812
24050,213.90938,0.87622261
24060,438.17548,0.296256244
24070,431.30072,0.656159043
24080,427.07663,0.466018379
24090,207.62267,0.965389967
24100,208.75085,0.950814068
24110,207.61821,0.959840238
24120,205.86931,0.966701686
24130,205.10799,0.967942357
24140,204.42966,0.974350333
24150,206.15732,0.9815979
24160,206.2017,0.981695592
24170,209.56464,0.97997427
24180,212.41815,0.980346978
24190,217.30888,0.973193407
24200,220.05095,0.981692195
24210,225.65129,0.960814536
24220,536.69336,0.208800912
24230,557.6359,0.225438356
24240,232.07185,0.970735371
24250,403.07895,0.208592296
24260,517.7027,0.287311792
24270,652.67004,0.201091051
24280,236.54547,0.979937434
24290,696.0121,0.226627648
24300,720.4147,0.286239684
24310,683.9861,0.309035718
24320,703.38947,0.2941764
24330,723.2457,0.224453449
24340,684.01794,0.248871446
24350,377.30392,0.312036335
24360,476.76993,0.535004675
24370,232.92667,0.944362521
24380,235.88376,0.848225653
24390,228.16095,0.850348532
24400,475.3664,0.416655183
24410,523.5698,0.249039233
24420,282.55426,0.21061784
24430,8171.795,0.371294498
24440,9203.438,0.676836133
24450,8782.731,0.673094809
24460,8463.742,0.696845531
24470,8476.394,0.346910357
24480,8801.48,0.481310487
24490,8473.907,0.479062319
24500,8825.873,0.43655163
24510,9309.213,0.484994888
24520,9883.966,0.311486006
24530,419.99234,0.383511245
24540,230.5173,0.542318225
24550,218.36919,0.93062073
24560,209.31302,0.920800745
24570,214.64261,0.883634567
24580,10665.836,0.299464107
24590,10679.158,0.235342264
24600,208.74149,0.966288805
24610,209.2506,0.97103864
24620,10172.246,0.272712171
24630,10617.995,0.223400891
24640,8703.181,0.358175874
24650,7899.413,0.405504465
24660,8665.796,0.46282959
24670,9255.117,0.584170461
24680,10129.112,0.569086194
24690,10436.365,0.589122653
24700,9529.669,0.583702803
24710,9530.318,0.618258834
24720,8346.973,0.554448068
24730,8694.792,0.425852239
24740,8278.22,0.351134062
24750,9090.256,0.312415063
24760,482.51007,0.238544703
24770,11590.706,0.278972447
24780,213.53845,0.958660245
24790,209.68735,0.942118526
24800,207.48671,0.934696555
24810,317.08386,0.205410838
24820,697.76465,0.222894192
24830,656.5499,0.375109494
24840,11046.878,0.636228263
24850,10843.716,0.329118609
24860,10534.905,0.260692596
24870,10091.798,0.294172585
24880,11173.665,0.268673837
24890,631.7757,0.272782266
24900,307.94754,0.293307722
24910,312.78183,0.250612199
24920,10723.2705,0.269070148
24930,10766.615,0.31583029
24940,10513.922,0.326615572
24950,10855.18,0.279868662
24960,10845,0.690104485
24970,11236.228,0.628590882
24980,11072.542,0.619598508
24990,11110.168,0.493870497
25000,10698.959,0.508660436
25010,11153.047,0.65607357
25020,10624.091,0.412870467
25030,10771.65,0.378761768
25040,11149.533,0.342086792
25050,10399.183,0.215323508
25060,274.0743,0.649824739
25070,248.64146,0.862011075
25080,11200.72,0.321114719
25090,232.57062,0.978589237
25100,231.13612,0.987246573
25110,231.0265,0.981855989
25120,231.605,0.990002692
25130,231.17822,0.991050601
25140,230.9132,0.992108405
25150,233.18555,0.982181728
25160,230.86447,0.970755398
25170,239.74132,0.956130266
25180,231.86545,0.961550713
25190,234.32591,0.801675081
25200,770.0888,0.335223496
25210,811.3074,0.328522861
25220,890.0253,0.59911561
25230,938.69666,0.588772774
25240,950.2877,0.378099203
25250,936.52673,0.517466545
25260,929.5366,0.473493993
25270,888.0411,0.351930439
25280,946.4243,0.58411938
25290,968.44855,0.575478554
25300,1025.5844,0.379700303
25310,965.26495,0.547495067
25320,978.0284,0.531373978
25330,1001.2822,0.509947777
25340,1068.823,0.416282237
25350,1030.2133,0.414970696
25360,1027.7659,0.299465656
25370,999.27057,0.331255496
25380,1038.7904,0.279529333
25390,991.3681,0.484295368
25400,1040.663,0.395348668
25410,1032.4806,0.237407327
25420,1005.047,0.315665305
25430,1054.7985,0.257490754
25440,1039.4642,0.435206532
25450,1051.2839,0.587655783
25460,1058.6471,0.503343344
25470,1005.79034,0.574543715
25480,1018.0752,0.591602325
25490,996.92084,0.543216944
25500,986.51746,0.588285327
25510,946.76196,0.521780968
25520,947.3155,0.465372503
25530,949.6271,0.485774934
25540,919.1655,0.520981431
25550,915.5632,0.452954948
25560,859.6653,0.526599586
25570,846.39716,0.614818931
25580,831.8871,0.671955109
25590,827.18506,0.619990945
25600,809.23865,0.396947086
25610,805.07513,0.345846593
25620,717.86304,0.269971192
25630,707.61957,0.206993997
25640,697.7307,0.27124846
25650,594.6706,0.462940037
25660,11010.575,0.526159883
25670,210.80215,0.852622092
25680,210.67215,0.865959048
25690,207.22269,0.946088433
25700,312.05145,0.242584288
25710,661.2248,0.421325147
25720,645.50757,0.404908478
25730,656.96594,0.370909512
25740,11529.306,0.252037108
25750,303.38873,0.331297219
25760,208.85501,0.899431407
25770,208.23384,0.992272615
25780,208.16069,0.992643178
25790,208.32162,0.99062115
25800,207.48819,0.987124503
25810,207.68452,0.992580295
25820,208.10384,0.979469836
25830,206.98929,0.985411048
25840,208.2926,0.980094254
25850,206.43787,0.975313663
25860,205.31198,0.975201249
25870,206.42188,0.920129538
25880,11096.916,0.205900848
25890,217.63544,0.925841331
25900,216.645,0.952285528
25910,447.04446,0.527429461
25920,475.8566,0.212406754
25930,253.15404,0.467829883
25940,250.90314,0.316460729
25950,8410.292,0.424996555
25960,8319.968,0.505224824
25970,8861.593,0.551060915
25980,8647.723,0.590647578
25990,9345.192,0.653468788
26000,9090.679,0.718221843
26010,8920.641,0.719129443
26020,9314.315,0.678163648
26030,9356.471,0.705508232
26040,8844.956,0.743268967
26050,9117.65,0.732497096
26060,9648.994,0.67582953
26070,9035.947,0.589299917
26080,9359.331,0.649776101
26090,247.44579,0.220332265
26100,8849.412,0.438647985
26110,8995.904,0.363514066
26120,324.75946,0.302137494
26130,266.94678,0.980057061
26140,277.5928,0.960772276
26150,316.51288,0.806018651
26160,282.46378,0.95095998
26170,298.0968,0.757931471
26180,358.5673,0.201186895
26190,291.24814,0.841341853
26200,274.76462,0.983210921
26210,278.24976,0.981133103
26220,277.14377,0.990419626
26230,275.64673,0.993786991
26240,277.15585,0.994179606
26250,278.94556,0.994003534
26260,277.12146,0.996332049
26270,274.33237,0.99630928
26280,260.3329,0.992469966
26290,238.84952,0.97666949
26300,251.89163,0.919090331
26310,206.07275,0.429887593
26320,282.15768,0.743492126
26330,247.4221,0.875379086
26340,6621.435,0.299418211
26350,7791.723,0.321074545
26360,8803.605,0.583249569
26370,8632.794,0.3988657
26380,7946.8223,0.411502361
26390,4288.4844,0.371723533
26400,295.38446,0.256475151
26410,240.32756,0.907840252
26420,234.67662,0.89309901
26430,235.70947,0.967327118
26440,244.56923,0.822677016
26450,233.22388,0.973249912
26460,229.97537,0.972110868
26470,231.7595,0.976285279
26480,228.9469,0.981858253
26490,229.51685,0.981764913
26500,231.80298,0.968619049
26510,226.34189,0.966146529
26520,228.3727,0.977090299
26530,10390.086,0.207310021
26540,240.62633,0.909411311
26550,10810.298,0.274098516
26560,11091.527,0.250335872
26570,209.2042,0.950449228
26580,10925.154,0.236274421
26590,10971.1,0.228040457
26600,239.95357,0.943938196
26610,11065.478,0.394066215
26620,10970.008,0.295158565
26630,483.02905,0.692580402
26640,10850.972,0.211503565
26650,10822.263,0.359190285
26660,10134.34,0.211909413
26670,10656.558,0.213417709
26680,232.90343,0.901492119
26690,244.57086,0.839562178
26700,236.13554,0.931138575
26710,504.94696,0.270204365
26720,461.8152,0.496266186
26730,496.8751,0.566783667
26740,468.45663,0.223950446
26750,88200,0
26760,2465.2307,0.410747826
26770,10863.439,0.237031698
26780,270.2773,0.219742119
26790,2804.5713,0.172241449
26800,2943.781,0.243269145
26810,289.65277,0.450595915
26820,280.27463,0.542295039
26830,255.66306,0.251833975
26840,266.7902,0.354771912
26850,267.08273,0.261375606
26860,267.91193,0.389137208
26870,267.9557,0.401975751
26880,269.20346,0.419363439
26890,920.01306,0.282542944
26900,925.7265,0.211595654
26910,906.43304,0.382470906
26920,896.5893,0.439478636
26930,884.15375,0.498300791
26940,886.0263,0.460518241
26950,916.8636,0.367272973
26960,904.7145,0.259940803
26970,913.9291,0.239850521
26980,896.19403,0.355949163
26990,912.807,0.405972064
27000,922.3523,0.386990011
27010,892.3705,0.273540914
27020,862.7878,0.296639919
27030,207.91798,0.947138965
27040,206.95242,0.953109384
27050,206.63422,0.978717506
27060,207.41934,0.951186895
27070,207.14207,0.963379502
27080,268.2778,0.339617491
27090,267.73883,0.256419301
27100,271.65887,0.205986619
27110,207.91455,0.972298741
27120,207.80736,0.95536381
27130,208.18388,0.988258302
27140,208.61795,0.992101073
27150,208.4973,0.99306041
27160,209.13019,0.996802926
27170,207.16797,0.995384693
27180,205.50833,0.996007323
27190,206.05873,0.992281616
27200,202.67021,0.992474496
27210,204.20587,0.993504524
27220,203.77791,0.992507637
27230,201.88553,0.9933061
27240,201.36986,0.9958992
27250,206.68791,0.98924017
27260,216.58427,0.95229423
27270,218.4183,0.916266382
27280,217.71675,0.882715583
27290,241.02878,0.442591965
27300,3415.8108,0.27783072
27310,3431.272,0.368127763
27320,3298.9758,0.434974253
27330,3196.7737,0.407104373
27340,3319.021,0.275280595
27350,3046.2861,0.202566981
27360,263.43518,0.762203455
27370,11116.317,0.262898505
27380,11168.435,0.520742178
27390,11293.309,0.272724152
27400,10739.32,0.216448605
27410,302.2878,0.767212152
27420,10164.458,0.278531313
27430,8295.612,0.207789838
27440,9057.768,0.499247134
27450,8665.678,0.569716811
27460,8677.429,0.638005853
27470,8708.587,0.716049314
27480,8920.123,0.770808041
27490,8854.722,0.664878845
27500,9031.079,0.511293709
27510,9616.723,0.24259913
27520,3120.8928,0.355785668
27530,337.74326,0.288329899
27540,362.14026,0.267860711
27550,333.81497,0.45280683
27560,9300.834,0.255266249
27570,268.65222,0.251871526
27580,276.915,0.363307714
27590,248.48352,0.724958301
27600,4220.105,0.224096656
27610,2067.579,0.164498568
27620,4436.6196,0.282935798
27630,4163.2095,0.315095782
27640,7142.7075,0.2520262
27650,4644.0522,0.335808396
27660,4284.402,0.299054563
27670,4640.3906,0.215598941
27680,4168.7837,0.436645269
27690,4526.082,0.294472754
27700,5296.4414,0.402462721
27710,5357.865,0.395343721
27720,5896.0044,0.39548707
27730,6281.5864,0.330947042
27740,6348.5884,0.495832264
27750,6681.7256,0.252974153
27760,4273.1826,0.451660275
27770,3774.424,0.213060915
27780,239.68063,0.201229215
27790,3831.887,0.207182109
27800,223.50867,0.777734458
27810,221.96748,0.841203809
27820,233.44804,0.608047783
27830,216.29471,0.857642412
27840,215.44308,0.869776428
27850,222.2475,0.668606639
27860,222.18031,0.773185611
27870,222.49854,0.844645083
27880,261.97623,0.217468321
27890,230.8043,0.80588907
27900,3457.5574,0.297194898
27910,3461.8457,0.286887944
27920,262.09344,0.331725717
27930,3475.0356,0.246912122
27940,3484.2642,0.363106787
27950,277.6545,0.459741533
27960,3366.2607,0.532407641
27970,3374.291,0.351614654
27980,3285.9016,0.470499814
27990,3385.0137,0.563973665
28000,3380.845,0.406001687
28010,3369.6284,0.414775133
28020,3251.231,0.609368801
28030,3314.007,0.437048197
28040,3272.63,0.287166893
28050,3320.653,0.3160429
28060,232.87697,0.842925191
28070,212.63882,0.785178781
28080,203.12273,0.93407011
28090,213.46904,0.914642513
28100,201.36986,0.79174912
28110,201.36986,0.909199595
28120,201.36986,0.972642541
28130,201.36986,0.720381439
28140,205.2215,0.932604253
28150,276.83243,0.330829799
28160,232.2372,0.877388597
28170,231.79036,0.861544847
28180,480.27496,0.390429497
28190,453.7808,0.512918353
28200,530.77057,0.351361454
28210,229.14493,0.529958248
28220,476.69012,0.607080698
28230,655.9382,0.317175627
28240,676.1512,0.699012518
28250,657.5666,0.55684793
28260,690.35236,0.202447951
28270,297.12164,0.271985531
28280,285.2529,0.305328727
28290,793.4535,0.218664825
28300,758.7456,0.247057259
28310,276.02777,0.32073909
28320,285.47,0.321526229
28330,293.47745,0.242917359
28340,686.1007,0.25904274
28350,648.90594,0.442321777
28360,641.9554,0.4619807
28370,615.9097,0.257160306
28380,206.22125,0.954457998
28390,204.99954,0.932900906
28400,8450.297,0.501737833
28410,8559.691,0.88403964
28420,8900.17,0.888403058
28430,8712.314,0.800894856
28440,8946.238,0.834739327
28450,8614.849,0.739209294
28460,212.60571,0.70516938
28470,234.46855,0.398336112
28480,259.76166,0.283305585
28490,228.08362,0.557389557
28500,223.63908,0.588575244
28510,219.49086,0.603758872
28520,217.9834,0.639520884
28530,218.06009,0.704321623
28540,251.2972,0.225189805
28550,253.8934,0.214386702
28560,226.72243,0.560401201
28570,224.5841,0.603684783
28580,284.45078,0.256450653
28590,221.35254,0.576880217
28600,210.78392,0.943668425
28610,214.8908,0.948204219
28620,219.00722,0.963876009
28630,281.89484,0.204625964
28640,226.95317,0.958849549
28650,227.10214,0.93278724
28660,679.4862,0.24006319
28670,231.3458,0.839415014
28680,231.7787,0.942816556
28690,230.2161,0.972277224
28700,232.66681,0.987208724
28710,235.91951,0.984094739
28720,236.92198,0.969234288
28730,237.37166,0.976507008
28740,238.25475,0.959586084
28750,260.98105,0.710388184
28760,4548.543,0.238419652
28770,207.65367,0.836323798
28780,225.09726,0.623416066
28790,217.22083,0.776505888
28800,656.5277,0.63942349
28810,207.5,0.646736622
28820,252.2078,0.380603135
28830,257.7047,0.439575613
28840,207.238,0.789384246
28850,4949.476,0.235820949
28860,88200,0
28870,1562.6917,0.224659026
28880,817.3654,0.230650663
28890,292.00934,0.379831195
28900,850.87366,0.621548057
28910,899.21204,0.431842804
28920,990.16345,0.425423086
28930,996.4493,0.368968248
28940,1028.5612,0.405323088
28950,1043.3794,0.495362103
28960,1048.555,0.536394238
28970,1046.5663,0.321741402
28980,1046.0514,0.346087456
28990,1049.9231,0.478629351
29000,1037.2059,0.468983531
29010,1066.6777,0.493004084
29020,1023.13525,0.426616728
29030,1042.8406,0.44195652
29040,1078.5592,0.344503284
29050,1094.1526,0.361493707
29060,1020.1949,0.3462075
29070,1074.4664,0.386559606
29080,270.97693,0.332226813
29090,1068.155,0.428500712
29100,1062.197,0.364932239
29110,1060.3411,0.312759101
29120,1042.6993,0.30698514
29130,1014.9731,0.458278775
29140,997.81946,0.62565577
29150,998.4084,0.713191092
29160,987.189,0.56640923
29170,974.60706,0.454977334
29180,939.00977,0.378173113
29190,829.41864,0.453589559
29200,815.01245,0.685211778
29210,820.73615,0.514469326
29220,300.89395,0.218256593
29230,573.52466,0.480151415
29240,11090.29,0.234143555
29250,11067.013,0.415378451
29260,228.68687,0.327507317
29270,203.62892,0.870138705
29280,205.64687,0.899934828
29290,258.58643,0.455188155
29300,1039.2295,0.205152392
29310,597.41547,0.223833501
29320,236.76329,0.34831953
29330,257.59448,0.461311042
29340,366.25388,0.203257024
29350,3225.1985,0.377105176
29360,226.06215,0.777223408
29370,11965.729,0.216056287
29380,210.63506,0.966424823
29390,207.99094,0.988479972
29400,205.45403,0.995867968
29410,206.62195,0.995199502
29420,206.53783,0.991391063
29430,202.606,0.982711017
29440,241.0164,0.417339087
29450,4391.287,0.258288562
29460,5571.767,0.335494637
29470,4026.1125,0.317668557
29480,5920.6045,0.495559216
29490,6490.4365,0.357806802
29500,6085.785,0.32438761
29510,3710.57,0.276503742
29520,5405.7637,0.295159996
29530,6650.468,0.317374527
29540,6249.9087,0.426043928
29550,6220.7354,0.357533336
29560,6317.3267,0.399758279
29570,6295.35,0.561645806
29580,5959.149,0.415693641
29590,6022.9033,0.219759583
29600,221.45763,0.919854641
29610,224.56094,0.946520209
29620,222.13867,0.957195997
29630,221.8634,0.966937065
29640,223.4167,0.945668817
29650,241.71893,0.538675606
29660,243.50142,0.60868454
29670,238.78288,0.632332861
29680,223.28455,0.956355572
29690,255.70673,0.426887572
29700,245.99376,0.500139713
29710,255.83221,0.40032053
29720,230.60864,0.958432138
29730,265.97064,0.547110677
29740,291.40817,0.216611922
29750,240.05844,0.963739872
29760,274.15332,0.351597607
29770,240.1401,0.968818307
29780,241.00479,0.973335624
29790,351.7923,0.249222517
29800,242.89607,0.973335624
29810,364.44812,0.22051394
29820,243.41129,0.946021378
29830,241.59636,0.978210747
29840,307.48654,0.265090168
29850,300.09552,0.345864832
29860,288.4298,0.352899909
29870,236.89236,0.977094233
29880,307.33356,0.217436492
29890,234.61823,0.887957931
29900,233.70456,0.95686245
29910,233.73221,0.945215881
29920,235.11165,0.983768284
29930,234.82729,0.979622841
29940,234.81058,0.983827114
29950,234.33127,0.986595094
29960,235.80556,0.98851198
29970,235.30699,0.986888051
29980,233.78188,0.990971446
29990,232.66853,0.990603149
30000,231.31712,0.979014039
30010,228.86195,0.974585176
30020,239.13135,0.852688074
30030,251.92403,0.597364426
30040,352.79266,0.331237614
30050,722.01166,0.565341353
30060,734.0385,0.465671122
30070,752.6938,0.411071241
30080,739.939,0.499608576
30090,732.82434,0.462867022
30100,733.03564,0.446860313
30110,728.1209,0.586524725
30120,719.78345,0.562049389
30130,708.39386,0.430694759
30140,723.4832,0.51049304
30150,725.5733,0.396985829
30160,712.8595,0.335848808
30170,724.52216,0.475067675
30180,742.37476,0.439308465
30190,763.4915,0.360235274
30200,759.81964,0.545755029
30210,744.71094,0.528036118
30220,712.7339,0.463629186
30230,713.2691,0.542075872
30240,830.53973,0.241535187
30250,643.40826,0.365655482
30260,229.04518,0.82420224
30270,714.5353,0.421041727
30280,227.15668,0.849627614
30290,697.81696,0.35302031
30300,231.08786,0.764000356
30310,736.828,0.606883645
30320,709.329,0.385389447
30330,740.7958,0.213410139
30340,229.54567,0.43990922
30350,230.75581,0.411293566
30360,201.36986,0.302368224
30370,201.36986,0.375065506
30380,270.39932,0.228438675
30390,201.36986,0.218081236
30400,688.779,0.334938824
30410,277.1437,0.288970351
30420,240.38628,0.475291789
30430,201.36986,0.322845221
30440,201.36986,0.201897204
30450,261.71216,0.203017712
30460,246.73616,0.159273028
30470,252.33699,0.174567878
30480,257.6424,0.447015107
30490,675.3542,0.236187518
30500,674.17645,0.317061543
30510,259.48483,0.309524238
30520,596.927,0.39760536
30530,270.7753,0.252786577
30540,272.39514,0.584084749
30550,201.36986,0.690279484
30560,201.36986,0.58536911
30570,227.42136,0.389747381
30580,242.34567,0.301434755
30590,267.18073,0.255032182
30600,247.7851,0.335783243
30610,693.7948,0.269298196
30620,263.7687,0.317448497
30630,236.44637,0.398272157
30640,586.24603,0.397791266
30650,613.7481,0.218804002
30660,613.5461,0.235973179
30670,307.76358,0.328252554
30680,311.42566,0.297181129
30690,1832.1428,0.244286895
30700,3549.015,0.428478956
30710,1813.3398,0.45919925
30720,1907.1555,0.373363793
30730,860.4237,0.300971985
30740,3728.1838,0.400226295
30750,5024.0913,0.306627393
30760,4809.29,0.240784228
30770,1925.7415,0.360440731
30780,4218.5835,0.202059865
30790,3423.2634,0.216266692
30800,1791.6737,0.333923221
30810,1881.7559,0.311149359
30820,808.73785,0.205125749
30830,1846.8945,0.300717711
30840,845.4831,0.219773591
30850,1787.4724,0.287182033
30860,1960.1754,0.220124125
30870,3513.218,0.366991162
30880,1976.9075,0.507532358
30890,253.38962,0.312484324
30900,796.07385,0.380702734
30910,793.241,0.432706833
30920,666.85596,0.279188573
30930,735.3961,0.643021405
30940,252.82484,0.463522911
30950,679.8388,0.245814741
30960,700.24963,0.262761652
30970,203.94003,0.408984959
30980,10505.376,0.245448947
30990,227.57939,0.586526752
31000,10457.718,0.342593431
31010,209.52151,0.930337727
31020,210.64397,0.96879971
31030,237.85948,0.455393732
31040,211.74968,0.971747756
31050,210.7412,0.976106465
31060,208.13081,0.986417174
31070,207.94662,0.978347361
31080,207.66582,0.980689406
31090,207.60074,0.976812065
31100,209.1728,0.949786782
31110,10203.843,0.336785853
31120,10202.265,0.262028515
31130,10454.574,0.290679097
31140,9662.742,0.296985984
31150,9649.292,0.359322488
31160,10292.828,0.311822355
31170,201.36986,0.962673724
31180,201.36986,0.918361425
31190,201.36986,0.893519163
31200,10570.082,0.204324365
31210,10428.032,0.491871595
31220,230.5331,0.356965125
31230,3111.123,0.363673627
31240,10364.304,0.450585306
31250,10439.415,0.365208566
31260,477.80203,0.405461431
31270,471.15054,0.574359536
31280,473.03546,0.576789558
31290,470.72797,0.371366084
31300,228.32974,0.975146651
31310,482.38165,0.214244843
31320,446.21802,0.22125411
31330,548.2829,0.205341876
31340,231.76378,0.983328938
31350,468.04483,0.393917322
31360,483.032,0.407363534
31370,231.78986,0.989840686
31380,231.68912,0.987604797
31390,232.46107,0.985920072
31400,234.0287,0.985463619
31410,234.69258,0.987116933
31420,535.29974,0.342747748
31430,237.4636,0.973853827
31440,11073.388,0.2929883
31450,11348.494,0.226175666
31460,10692.235,0.478583694
31470,237.10681,0.909680188
31480,267.9725,0.289825201
31490,4605.3794,0.255050361
31500,7658.9604,0.503098011
31510,8583.691,0.444675386
31520,8297.301,0.468632877
31530,8697.302,0.487734497
31540,8750.204,0.623565912
31550,8408.146,0.49567318
31560,8966.958,0.503193438
31570,8612.133,0.50998807
31580,9390.091,0.521991134
31590,8998.052,0.640623212
31600,8639.89,0.56611836
31610,9165.823,0.651206732
31620,8761.319,0.597420216
31630,8993.936,0.723394632
31640,8524.778,0.576973557
31650,7840.559,0.437173307
31660,8241.893,0.316784739
31670,8630.454,0.398270369
31680,8422.816,0.299913585
31690,7454.6694,0.383583248
31700,3755.7014,0.470729411
31710,3767.1091,0.522402883
31720,466.8091,0.368301213
31730,429.34955,0.426829457
31740,439.47693,0.357979596
31750,207.5516,0.962900281
31760,442.32602,0.283483922
31770,206.0655,0.979508579
31780,206.57416,0.980116427
31790,205.44173,0.985402942
31800,205.63245,0.976980746
31810,205.73311,0.969045937
31820,207.34988,0.97172147
31830,208.9,0.964717567
31840,210.13364,0.983207107
31850,214.21323,0.984792888
31860,218.0039,0.984903276
31870,222.74931,0.980226159
31880,497.12823,0.207082629
31890,483.02917,0.257642925
31900,470.42926,0.37764132
31910,482.2109,0.561470032
31920,483.60364,0.489927173
31930,501.02005,0.401097834
31940,506.12778,0.254747629
31950,233.84518,0.985674918
31960,558.5065,0.335387349
31970,582.5537,0.224972725
31980,231.52837,0.991960883
31990,566.66046,0.28840971
32000,233.22545,0.990005195
32010,234.09976,0.989878833
32020,585.02844,0.381596565
32030,581.7714,0.244557261
32040,234.41219,0.983165026
32050,621.75934,0.24087429
32060,640.9027,0.20227164
32070,232.0103,0.980992138
32080,467.83206,0.208505154
32090,456.48532,0.340524197
32100,450.465,0.284539819
32110,221.23657,0.935815513
32120,11182.933,0.226015627
32130,446.29517,0.441410959
32140,471.9864,0.449996591
32150,417.60583,0.457433164
32160,457.7238,0.599488854
32170,444.64868,0.596316218
